|KAXE        |91.7  MHz |FS |219 |ND  |                    |C1 |-  |CP     |GRAND RAPIDS             |MN |US |BXPED-20190305AAP   |4.     kW |4.     kW |7.0     |7.0     |49540      |N |47 |13 |59.7  |W |93  |31 |25.7  |NORTHERN COMMUNITY RADIO, INC.                                              |   0.00 km |   0.00 mi |  0.00 deg |406.   m|406.0  m|-         |-       |-       |       m|201903051 |6b1385b976604e95aef5c1b6063ebeb7   |557f3d72404f409aa94dc1b6063ebeb7   |
|W219DT      |91.7  MHz |FX |219 |ND  |                    |D  |-  |LIC    |NORTH BRANCH             |MN |US |0000155403          |0.25   kW |0.25   kW |0.0     |0.0     |139325     |N |45 |18 |35.8  |W |92  |59 |02.4  |MARANATHA ASSEMBLY OF GOD CHURCH                                            |   0.00 km |   0.00 mi |  0.00 deg |297.6  m|297.6  m|-         |-       |-       |       m|155403    |25076ff37af7d543017af88ad6e90049   |25076ff37af7d543017af88ad74b0050   |
|KZSE        |91.7  MHz |FM |219 |ND  |H                   |C1 |-  |LIC    |ROCHESTER                |MN |US |BMLED-20120508AAX   |94.    kW |94.    kW |288.0   |288.0   |42965      |N |44 |2  |27.9  |W |92  |20 |25.6  |MINNESOTA PUBLIC RADIO                                                      |   0.00 km |   0.00 mi |  0.00 deg |638.   m|638.0  m|-         |-       |1029133 |       m|201205081 |8b00f4a92fa64db9b2bdc1b6063ebeb7   |08a11f5b60c64953afc3c1b6063ebeb7   |
|KZSE        |91.7  MHz |FS |219 |ND  |H                   |C1 |-  |LIC    |ROCHESTER                |MN |US |BXLED-20130709ABE   |10.    kW |10.    kW |220.0   |220.0   |42965      |N |44 |2  |27.9  |W |92  |20 |25.6  |MINNESOTA PUBLIC RADIO                                                      |   0.00 km |   0.00 mi |  0.00 deg |572.   m|572.0  m|-         |-       |1029133 |       m|201307091 |97a259bc3d6d4b0996cec1b6063ebeb7   |7b1979de8ca946998af7c1b6063ebeb7   |
|WMCN        |91.7  MHz |FM |219 |ND  |                    |D  |-  |LIC    |ST. PAUL                 |MN |US |BLED-20030213AAT    |0.005  kW |0.005  kW |49.0    |49.0    |39535      |N |44 |56 |18.8  |W |93  |10 |4.7   |MACALESTER COLLEGE                                                          |   0.00 km |   0.00 mi |  0.00 deg |314.   m|314.0  m|-         |-       |-       |       m|200302133 |5f3d0da79b2e409cbb50c1b6063ebeb7   |631901b2556d412cb1d3c1b6063ebeb7   |
|KNSW        |91.7  MHz |FM |219 |ND  |H                   |C1 |-  |LIC    |WORTHINGTON-MARSHALL     |MN |US |BMLED-19931019KC    |99.    kW |99.    kW |243.0   |243.0   |42947      |N |43 |53 |0.9   |W |95  |55 |45.1  |MINNESOTA PUBLIC RADIO                                                      |   0.00 km |   0.00 mi |  0.00 deg |758.   m|758.0  m|-         |-       |1024631 |       m|199310199 |af2199460fb74723ae66c1b6063ebeb7   |9a510dcbce024e94863fc1b6063ebeb7   |
|K220AR      |91.9  MHz |FX |220 |ND  |                    |D  |-  |LIC    |ALBERT LEA               |MN |US |BLFT-19840525MC     |0.014  kW |0.014  kW |37.0    |37.0    |39789      |N |43 |38 |36.8  |W |93  |23 |2.7   |MINNESOTA STATE UNIVERSITY, MANKATO                                         |   0.00 km |   0.00 mi |  0.00 deg |436.   m|436.0  m|-         |-       |-       |       m|198405254 |a5a92fc5cb9f4ee7a7d3c1b6063ebeb7   |82a38fd2d74f47dbbe5ec1b6063ebeb7   |
|KRYX        |91.9  MHz |FM |220 |ND  |                    |A  |-  |AMD    |FAIRMONT                 |MN |US |0000167072          |6.     kW |6.     kW |29.0    |29.0    |768294     |N |43 |38 |50    |W |94  |32 |00    |FAIRMONT AREA CATHOLIC RADIO                                                |   0.00 km |   0.00 mi |  0.00 deg |393.   m|393.0  m|-         |-       |-       |       m|167072    |25076ff380cc934e0180ccfa347d001c   |25076ff380cc934e0180ccfa34fa0026   |
|WINH        |91.9  MHz |FM |220 |ND  |                    |C3 |-  |LIC    |HINCKLEY                 |MN |US |BLED-20131218ETO    |16.    kW |16.    kW |128.0   |128.0   |172667     |N |46 |1  |28.0  |W |93  |1  |22.0  |MINNESOTA PUBLIC RADIO                                                      |   0.00 km |   0.00 mi |  0.00 deg |451.7  m|451.7  m|-         |-       |1025210 |       m|201312183 |3d1c22e5569042b699f7c1b6063ebeb7   |b89ea846699c466ab7cbc1b6063ebeb7   |
|KXBR        |91.9  MHz |FM |220 |ND  |                    |A  |-  |LIC    |INTERNATIONAL FALLS      |MN |US |BLED-20000626AEO    |1.5    kW |1.5    kW |39.0    |39.0    |91083      |N |48 |34 |14.8  |W |93  |26 |19.5  |HEARTLAND CHRISTIAN BROADCASTERS                                            |   0.00 km |   0.00 mi |  0.00 deg |384.   m|384.0  m|-         |-       |1055181 |       m|200006260 |dd80795256a4479eb371c1b6063ebeb7   |a070df5e5fb54fc2a812c1b6063ebeb7   |
|K220JP      |91.9  MHz |FX |220 |ND  |                    |D  |-  |LIC    |MINNEAPOLIS              |MN |US |BLFT-20140307AAD    |0.025  kW |0.025  kW |43.1    |0.0     |122965     |N |44 |58 |2.8   |W |93  |18 |23.8  |MINNESOTA PUBLIC RADIO                                                      |   0.00 km |   0.00 mi |  0.00 deg |312.   m|312.0  m|-         |-       |-       |       m|201403074 |5f90840968d94a69ac59c1b6063ebeb7   |55270b0fb241458a9c0ac1b6063ebeb7   |
|KBHZ        |91.9  MHz |FM |220 |ND  |                    |C3 |-  |LIC    |WILLMAR                  |MN |US |BMLED-20050622AAT   |25.    kW |25.    kW |100.0   |100.0   |11043      |N |45 |0  |39.9  |W |94  |53 |57.0  |CHRISTIAN HERITAGE BROADCASTING, INC.                                       |   0.00 km |   0.00 mi |  0.00 deg |445.   m|445.0  m|-         |-       |1025334 |       m|200506220 |7294e68c809144dcbe98c1b6063ebeb7   |feb7fcd98b3641bfb3f8c1b6063ebeb7   |
|K221ES      |92.1  MHz |FX |221 |ND  |                    |D  |-  |LIC    |ALBERTVILLE              |MN |US |BLFT-20141006ABT    |0.25   kW |0.25   kW |133.8   |0.0     |141314     |N |45 |14 |19.9  |W |93  |41 |14.9  |EDUCATIONAL MEDIA FOUNDATION                                                |   0.00 km |   0.00 mi |  0.00 deg |424.   m|424.0  m|-         |-       |1062582 |       m|201410064 |5864844b7b104cc5b7b4c1b6063ebeb7   |c1f557fefba84de0bcb5c1b6063ebeb7   |
|WMIS-FM     |92.1  MHz |FM |221 |ND  |                    |C2 |-  |LIC    |BLACKDUCK                |MN |US |BLH-20071024ABJ     |36.    kW |36.    kW |176.0   |176.0   |166017     |N |47 |33 |25.8  |W |94  |48 |5.0   |PASKVAN MEDIA, INC.                                                         |   0.00 km |   0.00 mi |  0.00 deg |595.   m|595.0  m|-         |-       |1255741 |       m|200710241 |00b98a989d6b448b8fa1c1b6063ebeb7   |adbf2eeb28654196aeddc1b6063ebeb7   |
|K221GU      |92.1  MHz |FX |221 |DA  |                    |D  |-  |LIC    |CROOKSTON                |MN |US |0000124432          |0.25   kW |0.25   kW |0.0     |0.0     |202642     |N |47 |55 |52.9  |W |97  |2  |35.3  |GOPHER COMMUNICATIONS COMPANY                                               |   0.00 km |   0.00 mi |  0.00 deg |307.   m|307.0  m|-         |120.    |1251781 |       m|124432    |25076f9174fff2f1017510acffb707d6   |25076f9174fff2f1017510ad005307dd   |
|WWPE-FM     |92.1  MHz |FM |221 |ND  |                    |C3 |-  |LIC    |HERMANTOWN               |MN |US |BMLH-20041103AHD    |5.4    kW |5.4    kW |215.0   |215.0   |26004      |N |46 |47 |40.8  |W |92  |7  |5.7   |TOWNSQUARE LICENSE, LLC                                                     |   0.00 km |   0.00 mi |  0.00 deg |527.   m|527.0  m|-         |-       |1023509 |       m|200411034 |b39bc90aafcb47b985a0c1b6063ebeb7   |7a14941eff434745a79fc1b6063ebeb7   |
|WWPE-FM     |92.1  MHz |FS |221 |ND  |                    |C3 |-  |LIC    |HERMANTOWN               |MN |US |BXLH-20040917AIP    |0.987  kW |0.987  kW |113.0   |113.0   |26004      |N |46 |47 |40.8  |W |92  |7  |5.7   |TOWNSQUARE LICENSE, LLC                                                     |   0.00 km |   0.00 mi |  0.00 deg |425.   m|425.0  m|-         |-       |1023509 |       m|200409174 |2a811e79b257479d907bc1b6063ebeb7   |18472487de9542ae8f3ec1b6063ebeb7   |
|WYRQ-FM     |92.1  MHz |FM |221 |ND  |                    |A  |-  |LIC    |LITTLE FALLS             |MN |US |BMLH-20121129AEK    |6.     kW |6.     kW |91.0    |91.0    |74277      |N |45 |56 |57.9  |W |94  |17 |47.0  |LITTLE FALLS RADIO CORPORATION                                              |   0.00 km |   0.00 mi |  0.00 deg |431.   m|431.0  m|-         |-       |1025141 |       m|201211292 |bf54fe3cc5504601a345c1b6063ebeb7   |7ac40cdff4ad4024bb3dc1b6063ebeb7   |
|KLQP        |92.1  MHz |FM |221 |ND  |                    |C3 |-  |LIC    |MADISON                  |MN |US |BLH-20150120AAY     |25.    kW |25.    kW |91.0    |91.0    |36198      |N |45 |1  |34.9  |W |96  |11 |30.2  |ADVENTURES ON THE AIR, LLC                                                  |   0.00 km |   0.00 mi |  0.00 deg |411.   m|411.0  m|-         |-       |1025255 |       m|201501200 |7f6b5b9f1d0d4c36b2bfc1b6063ebeb7   |722e7a2ebb474723aa22c1b6063ebeb7   |
|W221BS      |92.1  MHz |FX |221 |DA  |                    |D  |-  |LIC    |ST. PAUL                 |MN |US |BLFT-20170202ABF    |0.08   kW |0.08   kW |0.0     |0.0     |142091     |N |44 |56 |53.9  |W |93  |5  |44.8  |630 RADIO, INCORPORATED                                                     |   0.00 km |   0.00 mi |  0.00 deg |380.   m|380.0  m|-         |80.     |1264545 |       m|201702027 |6f8cf7f087fd4cf5aaa2c1b6063ebeb7   |e94cccd0480d4601a00ec1b6063ebeb7   |
|W221AU      |92.1  MHz |FX |221 |DA  |                    |D  |-  |LIC    |VIRGINIA                 |MN |US |BLFT-19910820TA     |0.007  kW |-      kW |163.0   |0.0     |29193      |N |47 |29 |17.7  |W |92  |31 |12.6  |MIDWEST COMMUNICATIONS, INC.                                                |   0.00 km |   0.00 mi |  0.00 deg |605.   m|0.0    m|-         |0.      |-       |       m|199108201 |9b6800f7f1c14b20baa7c1b6063ebeb7   |2e42249f977748aab584c1b6063ebeb7   |
|KRUE        |92.1  MHz |FM |221 |ND  |                    |C3 |-  |LIC    |WASECA                   |MN |US |BMLH-20110414ABA    |9.8    kW |9.8    kW |162.0   |162.0   |70930      |N |44 |2  |43.9  |W |93  |23 |2.8   |BLOOMING PRAIRIE FARM RADIO, INC.                                           |   0.00 km |   0.00 mi |  0.00 deg |515.   m|515.0  m|-         |-       |1030901 |       m|201104141 |9ff515d7af4e476e81eec1b6063ebeb7   |eb6f344ddb5a45848029c1b6063ebeb7   |
|KXRA-FM     |92.3  MHz |FM |222 |ND  |                    |C3 |-  |LIC    |ALEXANDRIA               |MN |US |BMLH-20050728AMT    |13.5   kW |13.5   kW |136.0   |136.0   |51525      |N |45 |55 |54.9  |W |95  |26 |44.1  |LEIGHTON RADIO HOLDINGS, INC.                                               |   0.00 km |   0.00 mi |  0.00 deg |561.   m|561.0  m|-         |-       |1023384 |       m|200507285 |d478c5f44ff449fe9eb5c1b6063ebeb7   |95b77eeb13f947e18252c1b6063ebeb7   |
|KXRA-FM     |92.3  MHz |FS |222 |ND  |                    |C3 |-  |LIC    |ALEXANDRIA               |MN |US |BXLH-20130906AAV    |2.     kW |2.     kW |27.0    |27.0    |51525      |N |45 |52 |37.9  |W |95  |22 |41.1  |LEIGHTON RADIO HOLDINGS, INC.                                               |   0.00 km |   0.00 mi |  0.00 deg |451.6  m|451.6  m|-         |-       |1211114 |       m|201309063 |a1fbea6a5747421e8c3ac1b6063ebeb7   |8004fc17271a44ada22fc1b6063ebeb7   |
|K222BA      |92.3  MHz |FX |222 |ND  |                    |D  |-  |LIC    |BLUE EARTH               |MN |US |BLFT-20050606AHA    |0.099  kW |0.099  kW |68.6    |0.0     |141797     |N |43 |40 |0.8   |W |94  |7  |19.9  |MINNESOTA PUBLIC RADIO                                                      |   0.00 km |   0.00 mi |  0.00 deg |398.   m|398.0  m|-         |-       |1024141 |       m|200506065 |6651cffc27d94a738346c1b6063ebeb7   |948bd0f973384c4a8bcbc1b6063ebeb7   |
|K222DF      |92.3  MHz |FX |222 |ND  |                    |D  |-  |LIC    |DILWORTH                 |MN |US |0000144819          |0.25   kW |0.25   kW |0.0     |0.0     |202488     |N |46 |49 |3.0   |W |96  |48 |8.0   |BAKKEN BEACON MEDIA LLC                                                     |   0.00 km |   0.00 mi |  0.00 deg |404.9  m|404.9  m|-         |-       |1038763 |       m|144819    |25076f9179398ea401794412bbde039d   |25076f9179398ea401794412bc5b03a4   |
|K222AE      |92.3  MHz |FX |222 |ND  |                    |D  |-  |LIC    |MORGAN                   |MN |US |BLFT-20120906ABY    |0.25   kW |0.25   kW |84.3    |0.0     |53312      |N |44 |24 |54.0  |W |94  |55 |37.0  |MINN-IOWA CHRISTIAN BROADCASTING, INC.                                      |   0.00 km |   0.00 mi |  0.00 deg |394.   m|394.0  m|-         |-       |1245293 |       m|201209062 |9298043f88304ca0a8e9c1b6063ebeb7   |2cd8646607644763b1f8c1b6063ebeb7   |
|WIRN        |92.5  MHz |FM |223 |ND  |                    |C2 |-  |LIC    |BUHL                     |MN |US |BLED-19961224KB     |26.    kW |26.    kW |170.0   |170.0   |78080      |N |47 |29 |45.7  |W |92  |47 |5.6   |MINNESOTA PUBLIC RADIO                                                      |   0.00 km |   0.00 mi |  0.00 deg |615.   m|615.0  m|-         |-       |-       |       m|199612246 |08054704bf9a4209b5a2c1b6063ebeb7   |05b6488c97064586adb0c1b6063ebeb7   |
|KQRS-FM     |92.5  MHz |FM |223 |ND  |H                   |C  |-  |LIC    |GOLDEN VALLEY            |MN |US |BLH-19910814KB      |100.   kW |100.   kW |315.0   |315.0   |35505      |N |45 |3  |29.8  |W |93  |7  |27.7  |RADIO LICENSE HOLDINGS LLC                                                  |   0.00 km |   0.00 mi |  0.00 deg |593.   m|593.0  m|-         |-       |-       |       m|199108140 |cf83d1b7d0ba49ec803ec1b6063ebeb7   |c257291be3ad492fba20c1b6063ebeb7   |
|KQRS-FM     |92.5  MHz |FS |223 |ND  |H                   |C  |-  |LIC    |GOLDEN VALLEY            |MN |US |BMLH-19990929ABQ    |36.5   kW |36.5   kW |251.0   |251.0   |35505      |N |44 |58 |33.9  |W |93  |16 |20.8  |RADIO LICENSE HOLDINGS LLC                                                  |   0.00 km |   0.00 mi |  0.00 deg |519.   m|519.0  m|-         |-       |1029019 |       m|199909299 |62772507d5fd4b51aa76c1b6063ebeb7   |580a03b75654479ebe6ac1b6063ebeb7   |
|KQRS-FM     |92.5  MHz |FS |223 |ND  |H                   |C  |-  |LIC    |GOLDEN VALLEY            |MN |US |BMLH-20081010BDD    |32.    kW |32.    kW |251.0   |251.0   |35505      |N |44 |58 |33.9  |W |93  |16 |20.8  |RADIO LICENSE HOLDINGS LLC                                                  |   0.00 km |   0.00 mi |  0.00 deg |519.   m|519.0  m|-         |-       |1029019 |       m|200810108 |a7ba1757f747496cb020c1b6063ebeb7   |5f2191e9420d4e7e8983c1b6063ebeb7   |
|W223DN      |92.5  MHz |FX |223 |ND  |                    |D  |-  |LIC    |LA CRESCENT              |MN |US |0000250073          |0.02   kW |0.     kW |162.0   |162.0   |20571      |N |43 |54 |07.2  |W |91  |06 |11.6  |MAGNUM COMMUNICATIONS, INC.                                                 |   0.00 km |   0.00 mi |  0.00 deg |242.7  m|0.0    m|-         |-       |-       |       m|250073    |25076f9190eb63b10191036d78ea052b   |25076f9190eb63b10191036d7b3b0532   |
|KXKK        |92.5  MHz |FM |223 |ND  |                    |C2 |-  |LIC    |PARK RAPIDS              |MN |US |BLH-20061208AAR     |10.    kW |10.    kW |178.0   |178.0   |4830       |N |46 |55 |50.9  |W |95  |0  |28.1  |DE LA HUNT MEDIA, INC.                                                      |   0.00 km |   0.00 mi |  0.00 deg |615.   m|615.0  m|-         |-       |1217438 |       m|200612081 |bed42d1023b34af985f9c1b6063ebeb7   |66179407490d4b05a4c0c1b6063ebeb7   |
|K223AH      |92.5  MHz |FX |223 |DA  |                    |D  |-  |LIC    |PETERSON                 |MN |US |BLFT-19960125TD     |-      kW |0.119  kW |0.0     |83.0    |76208      |N |43 |48 |2.8   |W |91  |51 |0.5   |FAITH SOUND, INC.                                                           |   0.00 km |   0.00 mi |  0.00 deg |0.0    m|408.   m|-         |100.    |-       |       m|199601256 |a1b3ea14d2d24694a776c1b6063ebeb7   |ce9221ff3c2247ef83b5c1b6063ebeb7   |
|KKWQ        |92.5  MHz |FM |223 |ND  |                    |C1 |-  |LIC    |WARROAD                  |MN |US |BLH-19890830KB      |100.   kW |100.   kW |141.0   |141.0   |16576      |N |48 |49 |40.9  |W |95  |23 |16.9  |BORDER BROADCASTING, LP                                                     |   0.00 km |   0.00 mi |  0.00 deg |479.   m|479.0  m|-         |-       |1025147 |       m|198908300 |0f2c2b2ec3534754bddfc1b6063ebeb7   |70d90910a7d3487eb480c1b6063ebeb7   |
|KSMR        |92.5  MHz |FM |223 |ND  |                    |D  |-  |LIC    |WINONA                   |MN |US |BLED-19921005KB     |0.004  kW |0.004  kW |-43.0   |-43.0   |58590      |N |44 |2  |46.8  |W |91  |41 |43.5  |REAL PRESENCE RADIO                                                         |   0.00 km |   0.00 mi |  0.00 deg |250.   m|250.0  m|-         |-       |-       |       m|199210052 |d590f72e5c364f63904bc1b6063ebeb7   |9f8b9c67b1964fa4b668c1b6063ebeb7   |
|K224DM      |92.7  MHz |FX |224 |ND  |                    |D  |-  |LIC    |ALBERT LEA               |MN |US |BLFT-20070521AAV    |-      kW |0.25   kW |0.0     |67.8    |149169     |N |43 |37 |39.8  |W |93  |21 |49.8  |MINNESOTA PUBLIC RADIO                                                      |   0.00 km |   0.00 mi |  0.00 deg |0.0    m|449.   m|-         |-       |1024500 |       m|200705217 |11db966b44d3462da928c1b6063ebeb7   |282d778c67274b788266c1b6063ebeb7   |
|W224AB      |92.7  MHz |FX |224 |ND  |                    |D  |-  |LIC    |BEMIDJI                  |MN |US |BLFT-115            |0.078  kW |0.078  kW |16.0    |0.0     |49921      |N |47 |25 |26.8  |W |94  |54 |6.0   |HEARTLAND CHRISTIAN BROADCASTERS, INC.                                      |   0.00 km |   0.00 mi |  0.00 deg |442.   m|442.0  m|-         |-       |-       |       m|115       |5242ba23189f4b32b9a1c1b6063ebeb7   |ccf3283e7a974951b09cc1b6063ebeb7   |
|KBMW-FM     |92.7  MHz |FM |224 |ND  |                    |A  |-  |LIC    |BRECKENRIDGE             |MN |US |BLH-20160906ADR     |6.     kW |6.     kW |46.0    |46.0    |10066      |N |46 |16 |49.9  |W |96  |35 |18.3  |I3G MEDIA, LLC                                                              |   0.00 km |   0.00 mi |  0.00 deg |337.   m|337.0  m|-         |-       |1241500 |       m|201609060 |5c97a86862b9420ea403c1b6063ebeb7   |cab4c5e4fff247dc866ec1b6063ebeb7   |
|W224CG      |92.7  MHz |FX |224 |ND  |                    |D  |-  |LIC    |DEER RIVER               |MN |US |BLFT-20151028AGU    |0.25   kW |0.25   kW |17.8    |0.0     |140197     |N |47 |19 |46.8  |W |93  |47 |36.8  |HEARTLAND CHRISTIAN BROADCASTERS, INC.                                      |   0.00 km |   0.00 mi |  0.00 deg |417.   m|417.0  m|-         |-       |1029811 |       m|201510285 |5318b76546fa48ef9882c1b6063ebeb7   |4c3430381c0c4140b5a2c1b6063ebeb7   |
|WZBY        |92.7  MHz |FM |224 |ND  |                    |A  |-  |LIC    |GRAND PORTAGE            |MN |US |0000153718          |.1     kW |0.     kW |60.0    |0.0     |191572     |N |47 |58 |39.5  |W |89  |41 |5.3   |CARPENTER BROADCASTING LLC                                                  |   0.00 km |   0.00 mi |  0.00 deg |347.   m|0.0    m|-         |-       |-       |       m|153718    |25076ff37a62bbee017a81e20fb00a62   |25076ff37a62bbee017a81e2101c0a6b   |
|W223DN      |92.7  MHz |FX |224 |DA  |                    |D  |-  |MOD    |LA CRESCENT              |MN |US |0000255689          |0.25   kW |0.25   kW |162.0   |162.0   |20571      |N |43 |44 |52.3  |W |91  |17 |54.6  |MAGNUM COMMUNICATIONS, INC.                                                 |   0.00 km |   0.00 mi |  0.00 deg |507.4  m|507.4  m|-         |0.      |1026950 |       m|255689    |25076f919207403e01920b04401501af   |25076f919207403e01920b04422001b5   |
|K224DB      |92.7  MHz |FX |224 |ND  |H                   |D  |-  |LIC    |WILLMAR                  |MN |US |0000215052          |0.17   kW |0.17   kW |110.3   |0.0     |139124     |N |45 |11 |40.0  |W |95  |5  |2.0   |UNIVERSITY OF NORTHWESTERN-ST. PAUL                                         |   0.00 km |   0.00 mi |  0.00 deg |466.7  m|466.7  m|-         |-       |1009587 |       m|215052    |25076f918770961e01879127f7e115e3   |25076f918770961e01879127f83515ea   |
|WSCD-FM     |92.9  MHz |FM |225 |ND  |H                   |C1 |-  |LIC    |DULUTH                   |MN |US |BMLED-19940823KA    |70.    kW |70.    kW |185.0   |185.0   |42940      |N |46 |47 |19.7  |W |92  |7  |4.6   |MINNESOTA PUBLIC RADIO                                                      |   0.00 km |   0.00 mi |  0.00 deg |492.   m|492.0  m|-         |-       |-       |       m|199408239 |9e06d60967824e11aa0cc1b6063ebeb7   |d3dbc9e1a82f4f1bb9e4c1b6063ebeb7   |
|WSCD-FM     |92.9  MHz |FS |225 |ND  |H                   |C1 |-  |LIC    |DULUTH                   |MN |US |BXLED-20161018AAH   |4.     kW |4.     kW |153.0   |153.0   |42940      |N |46 |47 |19.8  |W |92  |7  |4.7   |MINNESOTA PUBLIC RADIO                                                      |   0.00 km |   0.00 mi |  0.00 deg |460.   m|460.0  m|-         |-       |1024128 |       m|201610181 |490ee451e2914263bd6bc1b6063ebeb7   |b71b5fe4dcbf44bab0dcc1b6063ebeb7   |
|K225AQ      |92.9  MHz |FX |225 |ND  |                    |D  |-  |LIC    |PARK RAPIDS              |MN |US |BLFT-20070523ACT    |0.25   kW |0.25   kW |26.5    |0.0     |144468     |N |46 |55 |7.9   |W |95  |2  |41.1  |SHINE THE LIGHT, INC                                                        |   0.00 km |   0.00 mi |  0.00 deg |464.   m|464.0  m|-         |-       |1202645 |       m|200705237 |182cd4bde50d493aa4f8c1b6063ebeb7   |47ee7e600f1144b5a27bc1b6063ebeb7   |
|KFSI        |92.9  MHz |FM |225 |ND  |                    |A  |-  |LIC    |ROCHESTER                |MN |US |BLED-19810507AJ     |6.     kW |6.     kW |97.0    |97.0    |20569      |N |44 |1  |26.8  |W |92  |32 |36.6  |FAITH SOUND, INC.                                                           |   0.00 km |   0.00 mi |  0.00 deg |443.   m|443.0  m|-         |-       |-       |       m|198105071 |ca8890cd40b74016babcc1b6063ebeb7   |050dd12b2f1f4f9f893ec1b6063ebeb7   |
|KKJM        |92.9  MHz |FM |225 |ND  |                    |C3 |-  |LIC    |ST. JOSEPH               |MN |US |BLH-19960510KA      |25.    kW |25.    kW |100.0   |100.0   |62129      |N |45 |38 |18.8  |W |94  |22 |23.9  |GABRIEL MEDIA                                                               |   0.00 km |   0.00 mi |  0.00 deg |448.   m|448.0  m|-         |-       |-       |       m|199605100 |93841b6951294286a65fc1b6063ebeb7   |deec615aaf204533a219c1b6063ebeb7   |
|W225AP      |92.9  MHz |FX |225 |DA  |                    |D  |-  |LIC    |ST. PAUL                 |MN |US |0000120994          |-      kW |0.25   kW |0.0     |0.0     |142406     |N |44 |58 |35.8  |W |93  |16 |15.8  |EDUCATIONAL MEDIA FOUNDATION                                                |   0.00 km |   0.00 mi |  0.00 deg |0.0    m|504.   m|-         |0.      |-       |       m|120994    |25076ff37414357701744b02ea3b0eb4   |25076ff37414357701744b02ead70ebb   |
|K226CA      |93.1  MHz |FX |226 |ND  |                    |D  |-  |LIC    |DETROIT LAKES            |MN |US |BLFT-20140502ABT    |0.25   kW |0.25   kW |0.0     |0.0     |144727     |N |46 |50 |13.9  |W |95  |50 |17.2  |LEIGHTON ENTERPRISES, INC.                                                  |   0.00 km |   0.00 mi |  0.00 deg |504.   m|504.0  m|-         |-       |1025579 |       m|201405024 |753a85a47b0b479191d3c1b6063ebeb7   |d2e91d01a9bc42f48295c1b6063ebeb7   |
|K226CV      |93.1  MHz |FX |226 |DA  |                    |D  |-  |LIC    |GRAND RAPIDS             |MN |US |0000087389          |0.25   kW |0.25   kW |0.0     |0.0     |202486     |N |47 |20 |21.8  |W |93  |23 |48.7  |RAPIDS RADIO LLC                                                            |   0.00 km |   0.00 mi |  0.00 deg |587.   m|587.0  m|-         |250.    |1048885 |       m|87389     |25076f916e00000e016e04f8374b0507   |25076f916e00000e016e04f8378b050e   |
|W226AY      |93.1  MHz |FX |226 |ND  |                    |D  |-  |LIC    |HINCKLEY                 |MN |US |BLFT-20061127ADF    |0.055  kW |0.055  kW |45.7    |0.0     |141839     |N |46 |0  |50.8  |W |92  |56 |35.7  |MINNESOTA PUBLIC RADIO                                                      |   0.00 km |   0.00 mi |  0.00 deg |360.   m|360.0  m|-         |-       |-       |       m|200611276 |72a39ebeb5334a53bb9fc1b6063ebeb7   |7e366de540874735b711c1b6063ebeb7   |
|KATO-FM     |93.1  MHz |FM |226 |ND  |                    |C1 |-  |LIC    |NEW ULM                  |MN |US |BMLH-20140612ACV    |100.   kW |100.   kW |149.0   |149.0   |30120      |N |44 |7  |45.9  |W |94  |11 |17.9  |SUBARCTIC MEDIA, LLC                                                        |   0.00 km |   0.00 mi |  0.00 deg |440.   m|440.0  m|-         |-       |1024120 |       m|201406124 |699a772baf8d4da08cb8c1b6063ebeb7   |b8f2378a0fca41ddbe0ac1b6063ebeb7   |
|KBLB        |93.3  MHz |FM |227 |ND  |                    |C1 |-  |LIC    |NISSWA                   |MN |US |BLH-20020125AAX     |100.   kW |100.   kW |170.0   |170.0   |4337       |N |46 |26 |33.9  |W |94  |22 |56.0  |HBI RADIO BRAINERD/WADENA, LLC                                              |   0.00 km |   0.00 mi |  0.00 deg |554.   m|554.0  m|-         |-       |1031877 |       m|200201250 |af0e5933156e47d19e15c1b6063ebeb7   |dcf30c588a0a4fae9d17c1b6063ebeb7   |
|W227BF      |93.3  MHz |FX |227 |ND  |                    |D  |-  |LIC    |SHOREVIEW                |MN |US |BLFT-20170724ABF    |-      kW |0.099  kW |0.0     |0.0     |140133     |N |44 |58 |33.9  |W |93  |16 |20.8  |IHM LICENSES, LLC                                                           |   0.00 km |   0.00 mi |  0.00 deg |0.0    m|504.   m|-         |-       |1029018 |       m|201707247 |56438025975c4f2fb9f3c1b6063ebeb7   |2fd034928e9347a3920fc1b6063ebeb7   |
|K227DF      |93.3  MHz |FX |227 |ND  |                    |D  |-  |LIC    |THIEF RIVER FALLS        |MN |US |BLFT-20190614AAF    |0.25   kW |0.25   kW |0.0     |0.0     |200070     |N |48 |7  |46.9  |W |96  |11 |12.1  |IOWA CITY BROADCASTING COMPANY, INC.                                        |   0.00 km |   0.00 mi |  0.00 deg |396.   m|396.0  m|-         |-       |-       |       m|201906149 |b11874945bb24e149818c1b6063ebeb7   |5bf18c91fd964c619bd1c1b6063ebeb7   |
|K228EW      |93.5  MHz |FX |228 |ND  |                    |D  |-  |LIC    |BEMIDJI                  |MN |US |BLFT-20070511AAY    |0.25   kW |0.25   kW |38.2    |0.0     |144466     |N |47 |27 |5.8   |W |94  |48 |52.9  |WE HAVE THIS HOPE CHRISTIAN RADIO, INC.                                     |   0.00 km |   0.00 mi |  0.00 deg |458.   m|458.0  m|-         |-       |-       |       m|200705117 |373ec190a37b44ffb3e5c1b6063ebeb7   |1f470523e6984b51a69fc1b6063ebeb7   |
